CommentId,VideoId,Text,IsToxic,IsAbusive,IsThreat,IsProvocative,IsObscene,IsHatespeech,IsRacist,IsNationalist,IsSexist,IsHomophobic,IsReligiousHate,IsRadicalism,cleaned_text,tokenized_text,text_length,normalized_word_count,normalized_lexical_diversity,mean_vector,sentiment,sentiment_category,entities
Ugg2KwwX0V8-aXgCoAEC,04kJtp6pVXI,"If only people would just take a step back and not make this case about them, because it wasn't about anyone except the two people in that situation.  To lump yourself into this mess and take matters into your own hands makes these kinds of protests selfish and without rational thought and investigation.  The guy in this video is heavily emotional and hyped up and wants to be heard, and when he gets heard he just presses more and more.  He was never out to have a reasonable discussion.  Kudos to the Smerconish for keeping level the whole time and letting Masri make himself out to be a fool.  How dare he and those that tore that city down in protest make this about themselves and to dishonor the entire incident with their own hate.  By the way, since when did police brutality become an epidemic?  I wish everyone would just stop pretending like they were there and they knew EXACTLY what was going on, because there's no measurable amount of people that honestly witnessed this incident, so none of us have a clue on which way this whole issue should have swung.  The grand jury were the most informed, we have to trust the majority rule was the right course of action and let it be.  Also, thank you to the 99.999% of police officers in America that actually serve & protect, even if you're a bit of a jerk when you pull me over, I respect your job and know that someone has to do it and that many people are going to pout about being held accountable to their actions.  People hate police until they need an officer or two around in an emergency.",False,False,False,False,False,False,False,False,False,False,False,False,if only people would just take a step back and not make this case about them because it wasnt about anyone except the two people in that situation  to lump yourself into this mess and take matters into your own hands makes these kinds of protests selfish and without rational thought and investigation  the guy in this video is heavily emotional and hyped up and wants to be heard and when he gets heard he just presses more and more  he was never out to have a reasonable discussion  kudos to the smerconish for keeping level the whole time and letting masri make himself out to be a fool  how dare he and those that tore that city down in protest make this about themselves and to dishonor the entire incident with their own hate  by the way since when did police brutality become an epidemic  i wish everyone would just stop pretending like they were there and they knew exactly what was going on because theres no measurable amount of people that honestly witnessed this incident so none of us have a clue on which way this whole issue should have swung  the grand jury were the most informed we have to trust the majority rule was the right course of action and let it be  also thank you to the  of police officers in america that actually serve  protect even if youre a bit of a jerk when you pull me over i respect your job and know that someone has to do it and that many people are going to pout about being held accountable to their actions  people hate police until they need an officer or two around in an emergency,"['people', 'would', 'take', 'step', 'back', 'make', 'case', 'wasnt', 'anyone', 'except', 'two', 'people', 'situation', 'lump', 'mess', 'take', 'matter', 'hand', 'make', 'kind', 'protest', 'selfish', 'without', 'rational', 'thought', 'investigation', 'guy', 'video', 'heavily', 'emotional', 'hyped', 'want', 'heard', 'get', 'heard', 'press', 'never', 'reasonable', 'discussion', 'kudos', 'smerconish', 'keeping', 'level', 'whole', 'time', 'letting', 'masri', 'make', 'fool', 'dare', 'tore', 'city', 'protest', 'make', 'dishonor', 'entire', 'incident', 'hate', 'way', 'since', 'police', 'brutality', 'become', 'epidemic', 'wish', 'everyone', 'would', 'stop', 'pretending', 'like', 'knew', 'exactly', 'going', 'there', 'measurable', 'amount', 'people', 'honestly', 'witnessed', 'incident', 'none', 'u', 'clue', 'way', 'whole', 'issue', 'swung', 'grand', 'jury', 'informed', 'trust', 'majority', 'rule', 'right', 'course', 'action', 'let', 'also', 'thank', 'police', 'officer', 'america', 'actually', 'serve', 'protect', 'even', 'youre', 'bit', 'jerk', 'pull', 'respect', 'job', 'know', 'someone', 'many', 'people', 'going', 'pout', 'held', 'accountable', 'action', 'people', 'hate', 'police', 'need', 'officer', 'two', 'around', 'emergency']",1558,5.0710126183268605,5.0710126183268605,"[-3.90106030e-02  5.08333817e-02  1.24600837e-02 -5.64333238e-03
  1.91312134e-02 -8.87714550e-02  1.05202794e-02  1.20731317e-01
 -4.19445410e-02 -2.30515525e-02 -2.83699799e-02 -9.64018926e-02
 -2.41010115e-02  2.82938816e-02  1.22077195e-02 -3.30843739e-02
  4.59418516e-04 -6.30676821e-02 -3.72451381e-03 -1.01941451e-01
  2.66460199e-02  3.55005674e-02  2.62496807e-02 -5.23339212e-02
 -1.62661094e-02  1.60565681e-03 -3.61113995e-02 -4.86570522e-02
 -4.48575430e-02 -7.43333111e-03  6.55364767e-02  2.48493887e-02
  9.23720840e-03 -2.05413606e-02 -1.69757027e-02  6.92881718e-02
  1.29544074e-02 -4.92250323e-02 -3.04763038e-02 -1.05043612e-01
  3.46554839e-03 -4.58227098e-02 -2.51449160e-02  3.65922388e-05
  4.33442779e-02 -8.60364363e-03 -3.77842337e-02 -2.02647634e-02
  2.99005676e-02  2.59940531e-02  3.66676524e-02 -4.72352058e-02
 -2.07936019e-02  1.21383108e-02 -3.92861478e-02  3.71789448e-02
  4.19926085e-02 -6.75530313e-03 -4.72705923e-02  1.71623882e-02
  2.42652968e-02  2.71937195e-02 -2.01224871e-02 -6.76776457e-04
 -6.93969801e-02  4.92372364e-02  9.66914184e-03  3.85974012e-02
 -8.16388428e-02  6.38968125e-02 -3.97442468e-02  2.12878138e-02
  6.81031346e-02 -2.62878854e-02  4.67407554e-02  1.06419548e-02
  6.10891730e-03 -2.92058513e-02 -6.53014705e-02  3.09678409e-02
 -2.21061613e-02 -5.90954302e-03 -4.19522375e-02  7.40796700e-02
 -2.87877675e-03  3.46849742e-03 -2.98496895e-02  5.95147759e-02
  6.18426278e-02  2.36726254e-02  7.55093247e-02  3.96156833e-02
  2.73406855e-03  1.25890682e-02  1.00727335e-01  6.32502884e-02
  3.30283903e-02 -6.38905019e-02  2.24186406e-02 -1.13694798e-02]",0.1322063492063492,Positivo,"['CARDINAL', 'PERSON', 'NORP', 'PERSON', 'PERCENT', 'GPE', 'CARDINAL']"
Ugg2s5AzSPioEXgCoAEC,04kJtp6pVXI,Law enforcement is not trained to shoot to apprehend.  They are trained to shoot to kill.  And I thank Wilson for killing that punk bitch.,True,True,False,False,False,False,False,False,False,False,False,False,law enforcement is not trained to shoot to apprehend  they are trained to shoot to kill  and i thank wilson for killing that punk bitch,"['law', 'enforcement', 'trained', 'shoot', 'apprehend', 'trained', 'shoot', 'kill', 'thank', 'wilson', 'killing', 'punk', 'bitch']",138,-0.1757059542247313,-0.1757059542247313,"[-0.02725096  0.0345149   0.00785256 -0.00414099  0.01542256 -0.06662762
  0.00747824  0.08616386 -0.02892471 -0.02026823 -0.01889842 -0.07272223
 -0.01641284  0.02365944  0.00685993 -0.02328099 -0.00012086 -0.0444681
  0.00013868 -0.0742963   0.02273467  0.02446502  0.01656989 -0.03784985
 -0.00987188 -0.00192565 -0.02541293 -0.03383822 -0.03246273 -0.01028005
  0.04890522  0.0203491   0.00828434 -0.0138308  -0.01071837  0.04838827
  0.00893253 -0.03727229 -0.02402946 -0.07896776 -0.00030094 -0.03298887
 -0.0177762   0.00102484  0.03435043 -0.00864432 -0.02695004 -0.01313242
  0.01992542  0.01847228  0.02926961 -0.03281003 -0.01299676  0.00864284
 -0.0290985   0.0280309   0.02828756 -0.00538704 -0.03381145  0.01209268
  0.01660396  0.01962932 -0.01612885  0.00101077 -0.05441267  0.03729436
  0.0057657   0.02790464 -0.05589332  0.04452526 -0.02906757  0.01607003
  0.0515013  -0.01770815  0.03440469  0.00844615  0.00500453 -0.0251111
 -0.04790849  0.02415707 -0.0181674  -0.00092517 -0.02880774  0.05264382
 -0.00179546  0.00428192 -0.01837588  0.04614082  0.04700286  0.01910332
  0.05722295  0.03120122  0.00100697  0.01222066  0.07151265  0.0493729
  0.02359983 -0.04796322  0.02097088 -0.00608541]",0.0,Neutro,['PERSON']
Ugg3dWTOxryFfHgCoAEC,04kJtp6pVXI,"
Dont you reckon them 'black lives matter' banners being held by white cunts is  kinda patronizing and ironically racist. could they have not come up with somethin better.. or is it just what white folks do to give them selves pride. 'ooo look at me im being nice for the black people' why does it always have to be about race actually the whole world is pussyfootin around for fear of being racist. its fuckin daft man.",True,True,False,False,True,False,False,False,False,False,False,False,"
dont you reckon them black lives matter banners being held by white cunts is  kinda patronizing and ironically racist could they have not come up with somethin better or is it just what white folks do to give them selves pride ooo look at me im being nice for the black people why does it always have to be about race actually the whole world is pussyfootin around for fear of being racist its fuckin daft man","['dont', 'reckon', 'black', 'life', 'matter', 'banner', 'held', 'white', 'cunt', 'kinda', 'patronizing', 'ironically', 'racist', 'could', 'come', 'somethin', 'better', 'white', 'folk', 'give', 'self', 'pride', 'ooo', 'look', 'im', 'nice', 'black', 'people', 'always', 'race', 'actually', 'whole', 'world', 'pussyfootin', 'around', 'fear', 'racist', 'fuckin', 'daft', 'man']",420,0.8662480158172047,0.8662480158172047,"[-4.69226092e-02  6.38065338e-02  1.62055921e-02 -5.50668361e-03
  2.15388723e-02 -1.10117190e-01  1.20921470e-02  1.47966385e-01
 -4.90214527e-02 -2.97046658e-02 -3.33510526e-02 -1.17751509e-01
 -2.63196900e-02  3.50780971e-02  1.57417450e-02 -4.10389639e-02
 -3.30282783e-05 -7.82521963e-02 -4.03390918e-03 -1.23718612e-01
  3.32766660e-02  4.40484397e-02  3.27939466e-02 -6.21075481e-02
 -2.04983391e-02  7.88819860e-04 -4.49675210e-02 -5.75742573e-02
 -5.73319532e-02 -1.06902365e-02  7.92074427e-02  2.82732081e-02
  1.29758324e-02 -2.45699212e-02 -1.98861044e-02  8.60708877e-02
  1.53955473e-02 -5.90145774e-02 -3.94663438e-02 -1.28079996e-01
  1.83368661e-03 -5.54886609e-02 -3.29670869e-02 -1.20016246e-03
  5.35447486e-02 -1.26520600e-02 -4.76524979e-02 -2.33707782e-02
  3.41943949e-02  3.48049030e-02  4.72597331e-02 -5.69135733e-02
 -2.83618439e-02  1.18572228e-02 -4.66202497e-02  4.70276400e-02
  5.19478321e-02 -8.73410609e-03 -5.83426431e-02  2.13903375e-02
  2.70855706e-02  3.47971357e-02 -2.47483887e-02 -3.05321440e-03
 -8.57463628e-02  6.10781573e-02  1.15650762e-02  4.87057976e-02
 -9.96229276e-02  7.81162977e-02 -4.61037010e-02  2.70289481e-02
  8.53823796e-02 -3.08092088e-02  5.74948750e-02  1.41963642e-02
  6.90850522e-03 -3.55973989e-02 -7.98324719e-02  3.84151004e-02
 -2.79545300e-02 -5.15511120e-03 -5.02202585e-02  8.96093324e-02
 -1.76629855e-03  5.61932847e-03 -3.45435366e-02  7.07998946e-02
  7.60167837e-02  3.08477525e-02  9.12802890e-02  4.70476337e-02
  4.97792941e-03  1.63871106e-02  1.24653555e-01  7.80774429e-02
  4.02908623e-02 -7.93851316e-02  2.56171022e-02 -1.34159075e-02]",0.12083333333333335,Positivo,['ORG']
Ugg7Gd006w1MPngCoAEC,04kJtp6pVXI,"There are a very large number of people who do not like police officers. They are called Criminals and its the reason we have police officers. The fact that Criminals do not like police officers is a testament to the good work that police officers do in protecting the public. When our children or our family are in danger, we do not hessitate to call for help, and we call the Police. Its about time people stopped complaining and started to give the Police some respect for the hard work and dedication that often requires them to put their lives on the line, to serve the public.",False,False,False,False,False,False,False,False,False,False,False,False,there are a very large number of people who do not like police officers they are called criminals and its the reason we have police officers the fact that criminals do not like police officers is a testament to the good work that police officers do in protecting the public when our children or our family are in danger we do not hessitate to call for help and we call the police its about time people stopped complaining and started to give the police some respect for the hard work and dedication that often requires them to put their lives on the line to serve the public,"['large', 'number', 'people', 'like', 'police', 'officer', 'called', 'criminal', 'reason', 'police', 'officer', 'fact', 'criminal', 'like', 'police', 'officer', 'testament', 'good', 'work', 'police', 'officer', 'protecting', 'public', 'child', 'family', 'danger', 'hessitate', 'call', 'help', 'call', 'police', 'time', 'people', 'stopped', 'complaining', 'started', 'give', 'police', 'respect', 'hard', 'work', 'dedication', 'often', 'requires', 'put', 'life', 'line', 'serve', 'public']",582,1.4648173177561892,1.4648173177561892,"[-0.05324296  0.0707775   0.01817701 -0.0059991   0.02614783 -0.12242807
  0.01337496  0.16951345 -0.05859611 -0.03292326 -0.0400484  -0.13551551
 -0.03199455  0.03983235  0.01682171 -0.04695986  0.00068544 -0.08964353
 -0.00680934 -0.14282207  0.035158    0.04851833  0.03734345 -0.07219233
 -0.02200107  0.00170251 -0.04963325 -0.06724314 -0.06435115 -0.00903437
  0.09013226  0.03415322  0.01344632 -0.0299182  -0.02628145  0.09604687
  0.01747647 -0.06787668 -0.04495497 -0.14492212  0.00399856 -0.06508786
 -0.03628866  0.00059723  0.06184295 -0.01349103 -0.05546661 -0.02937529
  0.03982531  0.03772437  0.05212289 -0.06758672 -0.0302138   0.01345296
 -0.05712088  0.05221899  0.0573614  -0.01017804 -0.06579751  0.02462124
  0.03420488  0.03618547 -0.02712523 -0.00107593 -0.09981582  0.07043385
  0.01354496  0.0558111  -0.11458937  0.08902837 -0.05338465  0.03037226
  0.09699214 -0.0367728   0.06482868  0.01677836  0.01171218 -0.04065555
 -0.0892334   0.04423852 -0.03157783 -0.00895872 -0.06142738  0.10129245
 -0.0027019   0.00370144 -0.04026759  0.08231699  0.08728404  0.03339783
  0.10452468  0.05498942  0.00437309  0.01763433  0.14202717  0.08891685
  0.04661621 -0.09036754  0.03162651 -0.01639204]",0.13738095238095238,Positivo,[]
Ugg8FfTbbNF8IngCoAEC,04kJtp6pVXI,"The Arab dude is absolutely right, he should have not been shot 6 extra time. Shoot him once if hes attacking you and that would stop his attack. Shoot him twice if he's still attacking you, but six times? That is shoot to kill in my opinion. ",False,False,False,False,False,False,False,False,False,False,False,False,the arab dude is absolutely right he should have not been shot  extra time shoot him once if hes attacking you and that would stop his attack shoot him twice if hes still attacking you but six times that is shoot to kill in my opinion ,"['arab', 'dude', 'absolutely', 'right', 'shot', 'extra', 'time', 'shoot', 'he', 'attacking', 'would', 'stop', 'attack', 'shoot', 'twice', 'he', 'still', 'attacking', 'six', 'time', 'shoot', 'kill', 'opinion']",243,0.21225563036535125,0.21225563036535125,"[-3.58100459e-02  4.84291054e-02  1.34624159e-02 -7.75866350e-03
  1.97741203e-02 -8.74905810e-02  1.32297156e-02  1.18530743e-01
 -3.67896929e-02 -2.38574035e-02 -2.46254038e-02 -9.40569192e-02
 -1.87186562e-02  2.69378554e-02  1.12121757e-02 -2.91703828e-02
 -4.92263352e-04 -6.29494116e-02 -1.16786419e-03 -9.88489389e-02
  2.42672153e-02  3.58403549e-02  2.59585958e-02 -5.11665195e-02
 -1.90794151e-02 -2.17211503e-03 -3.49950641e-02 -4.57791723e-02
 -4.07777391e-02 -1.01207709e-02  6.26499355e-02  2.55978815e-02
  1.07572405e-02 -1.74657572e-02 -1.53732887e-02  6.52365908e-02
  1.23665035e-02 -4.67651747e-02 -3.22152711e-02 -9.93199870e-02
  2.11440306e-03 -4.35875393e-02 -2.57639233e-02 -2.11780192e-04
  4.01147269e-02 -8.86929687e-03 -3.77419665e-02 -1.71786938e-02
  2.48092934e-02  2.65991390e-02  3.77088413e-02 -4.47666198e-02
 -1.99444983e-02  9.95435286e-03 -3.59516554e-02  3.68108191e-02
  4.15529981e-02 -5.41113364e-03 -4.14176546e-02  1.69513486e-02
  1.97770372e-02  2.50311568e-02 -1.76704284e-02 -6.00759267e-05
 -6.80697262e-02  4.67277430e-02  1.08374124e-02  3.60305272e-02
 -7.70783275e-02  5.83345257e-02 -3.83213498e-02  1.71729364e-02
  6.72949031e-02 -2.47305278e-02  4.32110243e-02  9.18831490e-03
  6.52776053e-03 -2.97119990e-02 -6.26221821e-02  3.37965451e-02
 -2.17091758e-02 -3.78924259e-03 -3.93306576e-02  6.87571466e-02
  1.52914130e-04  4.13233880e-03 -2.80871335e-02  5.72088808e-02
  6.09261021e-02  2.16044858e-02  7.32752159e-02  3.80842723e-02
  5.89407282e-04  1.50021259e-02  9.81988907e-02  6.03926890e-02
  2.99789123e-02 -6.12502135e-02  2.14261189e-02 -1.21662319e-02]",0.14285714285714285,Positivo,"['NORP', 'CARDINAL', 'CARDINAL']"
Ugg9a6FtoXdxmXgCoAEC,04kJtp6pVXI,here people his facebook is https://www.facebook.com/bassem.masri.520 he has ties with isis and other terrorist groups he is a muslim extremist ,True,False,False,False,False,True,False,False,False,False,True,False,here people his facebook is  he has ties with isis and other terrorist groups he is a muslim extremist ,"['people', 'facebook', 'tie', 'isi', 'terrorist', 'group', 'muslim', 'extremist']",144,-0.15353672081958372,-0.15353672081958372,"[-0.0195559   0.02635549  0.00740145  0.00165853  0.00829795 -0.04353848
  0.00829572  0.05561323 -0.01799541 -0.01192398 -0.01239321 -0.04484838
 -0.01322731  0.01454773  0.00674544 -0.01273542 -0.00283394 -0.02786203
 -0.00350276 -0.04910109  0.01383117  0.01882087  0.0160377  -0.02495357
 -0.00580576 -0.0014984  -0.02016564 -0.02425999 -0.01884482 -0.00216942
  0.03065738  0.01308207  0.00347318 -0.00788377 -0.00473485  0.03532268
  0.00776696 -0.02159458 -0.01305317 -0.04314803  0.00225534 -0.02266783
 -0.01290757  0.00196739  0.01964424 -0.00292864 -0.01793438 -0.00794957
  0.00856045  0.01572159  0.0137354  -0.02308636 -0.01152434  0.00351845
 -0.01738646  0.0177525   0.02217983 -0.00312322 -0.02269458  0.00946203
  0.01074512  0.01381345 -0.01265304  0.00080938 -0.03479168  0.02457596
  0.00701235  0.01736617 -0.03683709  0.03141441 -0.01573402  0.00768725
  0.03480759 -0.01135131  0.01857234  0.0043339   0.0030785  -0.01433
 -0.03159592  0.0162373  -0.0095382  -0.00277642 -0.01837306  0.03334832
 -0.00349986  0.0004159  -0.01511601  0.02564998  0.03000804  0.01041291
  0.0364641   0.01617185  0.00107594  0.0057163   0.04440111  0.03214826
  0.01713599 -0.03028553  0.00452914 -0.00328556]",-0.125,Negativo,['NORP']
Ugga9KzkNDGvlXgCoAEC,04kJtp6pVXI,"Check out this you tube post. ""Black man goes on an epic rant against Ferguson rioters.""

Although his message is delivered with childish, cartoon-ish emotions.... He is one of the very few African American's who gets it.",True,False,False,False,False,True,True,False,False,False,False,False,"check out this you tube post black man goes on an epic rant against ferguson rioters

although his message is delivered with childish cartoonish emotions he is one of the very few african americans who gets it","['check', 'tube', 'post', 'black', 'man', 'go', 'epic', 'rant', 'ferguson', 'rioter', 'although', 'message', 'delivered', 'childish', 'cartoonish', 'emotion', 'one', 'african', 'american', 'get']",221,0.13096844121314347,0.13096844121314347,"[-3.11847869e-02  4.40501869e-02  1.19400090e-02 -3.45571851e-03
  1.66137312e-02 -7.55572915e-02  1.12228058e-02  1.05447590e-01
 -3.52398865e-02 -2.21372638e-02 -2.44400967e-02 -8.06259960e-02
 -2.06701495e-02  2.53968351e-02  1.10216746e-02 -2.91330591e-02
 -1.42896920e-03 -5.42993173e-02 -2.95956573e-03 -8.65793228e-02
  2.41041239e-02  2.95898784e-02  2.37147585e-02 -4.00654562e-02
 -1.43832928e-02  2.71318993e-03 -3.23924385e-02 -4.09046970e-02
 -3.80093344e-02 -4.37863031e-03  5.44495136e-02  2.32009720e-02
  7.60142040e-03 -2.00216528e-02 -1.39882443e-02  6.07484579e-02
  1.02304695e-02 -4.14213724e-02 -2.62817107e-02 -8.73709396e-02
  3.38610332e-03 -3.81675139e-02 -2.39310805e-02 -2.76004789e-06
  3.56803350e-02 -9.90810245e-03 -3.21996696e-02 -1.66768897e-02
  2.52403952e-02  2.17402913e-02  3.29834633e-02 -3.97962667e-02
 -1.84668358e-02  8.76625907e-03 -3.05369217e-02  3.10578309e-02
  3.50642428e-02 -5.22250170e-03 -3.96158174e-02  1.54901193e-02
  2.03411188e-02  2.50754990e-02 -1.95590910e-02 -1.06665038e-03
 -5.83738908e-02  4.23916727e-02  1.02674114e-02  3.19718271e-02
 -7.06129670e-02  5.45683838e-02 -3.31096835e-02  1.92136522e-02
  5.66866770e-02 -2.15280354e-02  4.09227349e-02  8.95425957e-03
  4.42433730e-03 -2.28939075e-02 -5.51297367e-02  2.66807619e-02
 -2.10252255e-02 -5.18633798e-03 -3.48861404e-02  6.19711615e-02
 -1.58050435e-03  3.34310136e-03 -2.28771195e-02  4.67998460e-02
  5.39640449e-02  2.03678329e-02  6.36468530e-02  3.26497369e-02
  3.87286698e-03  9.42580123e-03  8.54675844e-02  5.40429838e-02
  2.82552987e-02 -5.40680140e-02  1.97567847e-02 -6.89631375e-03]",-0.10533333333333332,Negativo,"['ORG', 'CARDINAL', 'NORP']"
UggBlIXoph7p-3gCoAEC,04kJtp6pVXI,I would LOVE to see this pussy go to Staten Island and spit on a cop. I would LOVE to see it happen. Mike Brown was a strong arm thug and people are burning Ferguson down. Eric Garnier did nothing wrong and was choked to death. No protest on mafia controlled Staten Island. No burning cars. Nothing. ,True,True,False,False,True,True,True,False,False,False,False,False,i would love to see this pussy go to staten island and spit on a cop i would love to see it happen mike brown was a strong arm thug and people are burning ferguson down eric garnier did nothing wrong and was choked to death no protest on mafia controlled staten island no burning cars nothing ,"['would', 'love', 'see', 'pussy', 'go', 'staten', 'island', 'spit', 'cop', 'would', 'love', 'see', 'happen', 'mike', 'brown', 'strong', 'arm', 'thug', 'people', 'burning', 'ferguson', 'eric', 'garnier', 'nothing', 'wrong', 'choked', 'death', 'protest', 'mafia', 'controlled', 'staten', 'island', 'burning', 'car', 'nothing']",300,0.4228633477142532,0.4228633477142532,"[-0.04356245  0.05551211  0.01123841 -0.0050203   0.02057156 -0.09658463
  0.01111574  0.13222457 -0.04700693 -0.0275786  -0.03148875 -0.10586482
 -0.02572095  0.03084487  0.01634731 -0.03438127 -0.00071526 -0.07227449
 -0.00331752 -0.1091019   0.02894918  0.03983872  0.03071239 -0.05469561
 -0.01840671 -0.00060703 -0.03884957 -0.05334245 -0.05056836 -0.00792535
  0.06995839  0.02581691  0.01008008 -0.02225074 -0.01841459  0.07787023
  0.0154993  -0.05211221 -0.03167905 -0.11386907  0.00407216 -0.05018629
 -0.03053946 -0.00168331  0.04743953 -0.01276091 -0.04323075 -0.02089713
  0.03125162  0.02835938  0.04224582 -0.05139221 -0.02154495  0.01320769
 -0.0418643   0.04039629  0.0443024  -0.0094986  -0.0514686   0.01796419
  0.02274913  0.02998469 -0.02178515 -0.00074532 -0.07425613  0.05381918
  0.00965451  0.03935938 -0.08995955  0.06808283 -0.04248945  0.02238454
  0.07332096 -0.02708794  0.04845485  0.01092737  0.00499446 -0.03054487
 -0.07014779  0.03522616 -0.02491482 -0.00557286 -0.04457342  0.07995666
 -0.00262496  0.00349063 -0.03435324  0.06418329  0.06885911  0.02714753
  0.08259836  0.04277488  0.00340187  0.0144213   0.11166709  0.06905923
  0.03478222 -0.06984667  0.02571136 -0.01302576]",0.15555555555555553,Positivo,"['GPE', 'PERSON', 'PERSON', 'PERSON', 'GPE']"
UggD1aYSn7KOR3gCoAEC,04kJtp6pVXI,I agree with the protestor.,False,False,False,False,False,False,False,False,False,False,False,False,i agree with the protestor,"['agree', 'protestor']",27,-0.5858367722199614,-0.5858367722199614,"[-0.02017812  0.0193343   0.00261488  0.00471599  0.01342208 -0.02987318
 -0.0051819   0.03223495 -0.01567007 -0.00351484 -0.00872271 -0.02972805
 -0.00045112  0.00193302  0.01031469 -0.01971065  0.00339497 -0.01612227
 -0.00483436 -0.03291021  0.00911536  0.01852481  0.00418305 -0.01008624
  0.00280271 -0.00381955 -0.01806222 -0.00834403 -0.02101586 -0.00206986
  0.01531216  0.00485219  0.01337494  0.001929   -0.01341731  0.01455359
 -0.0036485  -0.01293735 -0.01612919 -0.04441505 -0.00341831 -0.00776901
 -0.00071007 -0.00285058  0.01435737 -0.01357546 -0.01983736 -0.00559924
  0.01496313  0.00454802  0.01112734 -0.01849037 -0.00821644  0.00389053
 -0.01327079  0.01348707  0.012374   -0.00362639 -0.02202448  0.00939506
  0.00017319  0.00089988 -0.01129609 -0.00439135 -0.02811737  0.00720715
  0.00139804  0.02234555 -0.03275088  0.01785935 -0.01644719  0.00608461
  0.01988509 -0.01237862  0.01347988  0.00569975 -0.00654489 -0.01708978
 -0.02620633  0.01757981 -0.00882032 -0.0032461  -0.00440148  0.03263519
 -0.00408828 -0.00701639 -0.01357812  0.02968955  0.01597584  0.00881586
  0.03019681  0.00835381 -0.00687474  0.00907644  0.04227622  0.03156523
  0.01731494 -0.01975678  0.00811256 -0.00810518]",0.0,Neutro,[]
UggGm8a1fu8brngCoAEC,04kJtp6pVXI,mike browns father was made to say that boooshit,True,True,False,False,True,False,False,False,False,False,False,False,mike browns father was made to say that boooshit,"['mike', 'brown', 'father', 'made', 'say', 'boooshit']",48,-0.508244455301945,-0.508244455301945,"[-0.05199827  0.06793393  0.01516815 -0.0043514   0.02141469 -0.12399343
  0.014393    0.16953906 -0.05403858 -0.0369936  -0.03782725 -0.13244449
 -0.03121204  0.03998825  0.0174251  -0.04398822 -0.00167922 -0.09124874
 -0.00461642 -0.139319    0.03797477  0.04939064  0.03206649 -0.07096236
 -0.02359273  0.00187313 -0.05340055 -0.06963883 -0.06231181 -0.00835407
  0.09146506  0.03362655  0.01540204 -0.02312934 -0.02469943  0.10168632
  0.01563487 -0.0640256  -0.04360902 -0.1429825   0.0032524  -0.05820843
 -0.03706532 -0.00022295  0.06038623 -0.01116645 -0.05437689 -0.02939933
  0.04257862  0.03414756  0.0527598  -0.06425299 -0.02935634  0.01246773
 -0.04653651  0.04656459  0.06052588 -0.00769405 -0.06217409  0.02556174
  0.03042694  0.03307467 -0.02672437 -0.00433734 -0.09706329  0.06629626
  0.01092658  0.04767876 -0.11192312  0.08026199 -0.05558084  0.02927645
  0.09512985 -0.03854715  0.06683765  0.0164662   0.00873044 -0.03840972
 -0.09002705  0.04520512 -0.03335407 -0.00582226 -0.05463273  0.10560939
 -0.00093297  0.00486624 -0.04565553  0.07723851  0.0842515   0.02968443
  0.09878826  0.05942329  0.00410336  0.02006408  0.13673623  0.07893702
  0.03628991 -0.08600476  0.03160167 -0.0116523 ]",0.0,Neutro,['PERSON']
